,existingchecking,statussex,sex,maritalStatus,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification
554,2,A92,0,1,9,1,6,1199,1,2,4,0,4,2,67,0,1,2,3,1,1,1,1
555,2,A93,1,0,12,1,3,1331,1,1,2,0,1,3,22,1,1,1,2,1,0,1,0
556,2,A92,0,1,18,1,1,2278,1,1,3,0,3,3,28,0,1,2,2,1,0,1,0
557,0,A92,0,1,21,1,1,5003,3,1,1,0,4,2,29,2,1,2,2,1,1,1,0
558,1,A93,1,0,24,1,2,3552,1,2,3,0,4,3,27,2,1,1,2,1,0,1,0
559,2,A93,1,0,18,3,2,1928,1,1,2,0,2,1,31,0,1,2,1,1,0,1,0
560,1,A93,1,0,24,1,1,2964,3,2,4,0,4,0,49,2,2,1,2,2,1,1,1
561,1,A93,1,0,24,1,3,1546,1,2,4,2,4,3,24,2,0,1,1,1,0,1,0
562,3,A92,0,1,6,2,3,683,1,1,2,0,1,2,29,2,1,1,2,1,0,1,1
563,2,A93,1,0,36,1,1,12389,3,1,1,0,4,0,37,0,2,1,2,1,1,1,0
564,2,A93,1,0,24,2,9,4712,3,1,4,0,2,2,37,2,1,2,3,1,1,1,1
565,2,A92,0,1,24,2,3,1553,1,2,3,0,2,2,23,0,0,2,2,1,1,1,1
566,1,A91,1,1,12,1,1,1372,1,2,2,0,3,3,36,0,1,1,2,1,0,1,0
567,0,A93,1,0,24,3,3,2578,2,2,2,0,2,3,34,0,1,1,2,1,0,1,1
568,2,A93,1,0,48,1,3,3979,3,2,4,0,1,3,41,0,1,2,2,2,1,1,1
569,1,A92,0,1,48,1,3,6758,1,1,3,0,2,3,31,0,1,1,2,1,1,1,0
570,1,A92,0,1,24,1,2,3234,1,1,4,0,4,1,23,0,0,1,1,1,1,1,0
571,0,A93,1,0,30,3,3,5954,1,2,3,1,2,3,38,0,1,1,2,1,0,1,1
572,0,A92,0,1,24,1,1,5433,3,3,2,0,4,2,26,0,0,1,3,1,1,1,1
573,1,A92,0,1,15,1,9,806,1,1,4,0,4,2,22,0,1,1,1,1,0,1,1
574,2,A93,1,0,9,1,3,1082,1,2,4,0,4,3,27,0,1,2,1,1,0,1,1
575,0,A92,0,1,15,3,2,2788,1,2,2,1,3,3,24,2,1,2,2,1,0,1,1
576,2,A92,0,1,12,1,3,2930,1,2,2,0,1,1,27,0,1,1,2,1,0,1,1
577,0,A92,0,1,24,3,6,1927,3,1,3,0,2,3,33,0,1,2,2,1,1,1,1
578,2,A91,1,1,36,3,1,2820,1,1,4,0,4,3,27,0,1,2,2,1,0,1,0
579,0,A94,1,1,24,1,8,937,1,1,4,0,3,3,27,0,1,2,1,1,0,1,1
580,2,A93,1,0,18,3,1,1056,1,2,3,2,3,1,30,2,1,2,2,1,0,1,0
581,2,A93,1,0,12,3,1,3124,1,1,1,0,3,1,49,2,1,2,1,2,0,1,1
582,0,A92,0,1,9,1,2,1388,1,1,4,0,2,1,26,0,0,1,2,1,0,1,1
583,2,A93,1,0,36,1,5,2384,1,1,4,0,1,0,33,0,0,1,1,1,0,1,0
584,0,A92,0,1,12,1,1,2133,3,2,4,0,4,0,52,0,2,1,3,1,1,1,1
585,1,A92,0,1,18,1,2,2039,1,1,1,0,4,1,20,2,0,1,2,1,0,1,0
586,1,A93,1,0,9,3,1,2799,1,1,2,0,2,1,36,0,0,2,2,2,0,1,1
587,1,A93,1,0,12,1,2,1289,1,1,4,2,1,2,21,0,1,1,1,1,0,1,1
588,1,A94,1,1,18,1,4,1217,1,1,4,0,3,1,47,0,1,1,1,1,1,1,0
589,1,A93,1,0,12,3,2,2246,1,2,3,0,3,2,60,0,1,2,2,1,0,1,0
590,1,A92,0,1,12,3,3,385,1,2,4,0,3,1,58,0,1,4,1,1,1,1,1
591,2,A92,0,1,24,2,1,1965,3,1,4,0,4,3,42,0,0,2,2,1,1,1,1
592,0,A92,0,1,21,1,9,1572,2,2,4,0,4,1,36,2,1,1,1,1,0,1,1
593,2,A92,0,1,24,1,1,2718,1,1,3,0,4,2,20,0,0,1,1,1,1,1,0
594,1,A93,1,0,24,1,0,1358,3,2,4,0,3,3,40,1,1,1,3,1,1,1,0
595,2,A92,0,1,6,1,1,931,1,1,1,0,1,2,32,1,1,1,1,1,0,1,0
596,1,A92,0,1,24,1,1,1442,1,2,4,0,4,3,23,0,0,2,2,1,0,1,0
597,2,A93,1,0,24,1,9,4241,1,1,1,0,4,1,36,0,1,3,1,1,1,1,0
598,0,A93,1,0,18,3,1,2775,1,2,2,0,2,2,31,2,1,2,2,1,0,1,0
599,0,A93,1,0,24,2,9,3863,1,1,1,0,2,0,32,0,2,1,2,1,0,1,1
600,2,A92,0,1,7,1,3,2329,1,1,1,2,1,1,45,0,1,1,2,1,0,1,1
601,2,A92,0,1,9,1,2,918,1,1,4,0,1,2,30,0,1,1,2,1,0,1,0
602,2,A92,0,1,24,1,6,1837,1,2,4,0,4,0,34,2,2,1,1,1,0,1,0
603,0,A92,0,1,36,1,2,3349,1,1,4,0,2,3,28,0,1,1,3,1,1,1,0
604,3,A92,0,1,10,1,2,1275,1,1,4,0,2,2,23,0,1,1,2,1,0,1,1
605,1,A93,1,0,24,1,2,2828,2,1,4,0,4,1,22,1,1,1,2,1,1,1,1
606,0,A93,1,0,24,3,9,4526,1,1,3,0,2,1,74,0,1,1,3,1,1,1,1
607,2,A92,0,1,36,1,3,2671,1,1,4,1,4,0,50,0,2,1,2,1,0,1,0
608,0,A93,1,0,18,1,3,2051,1,1,4,0,1,1,33,0,1,1,2,1,0,1,1
609,0,A93,1,0,15,1,1,1300,3,2,4,0,4,0,45,2,2,1,2,2,0,1,1
610,1,A92,0,1,12,1,4,741,1,3,4,0,3,2,22,0,1,1,2,1,0,1,0
611,3,A92,0,1,10,1,1,1240,1,2,1,0,4,0,48,0,2,1,1,2,0,1,0
612,1,A92,0,1,21,1,3,3357,2,1,4,0,2,3,29,2,1,1,2,1,0,1,1
613,1,A92,0,1,24,1,1,3632,1,1,1,2,4,3,22,2,0,1,2,1,0,0,1
614,0,A92,0,1,18,2,2,1808,1,2,4,0,1,1,22,0,1,1,2,1,0,1,0
615,2,A93,1,0,48,1,9,12204,3,1,2,0,2,3,48,2,1,1,3,1,1,1,1
616,2,A93,1,0,60,2,3,9157,3,1,2,0,2,0,27,0,2,1,3,1,0,1,1
617,1,A93,1,0,6,3,1,3676,1,1,1,0,3,1,37,0,0,3,2,2,0,1,1
618,2,A92,0,1,30,1,2,3441,1,1,2,1,4,3,21,0,0,1,2,1,0,1,0
619,0,A91,1,1,12,1,1,640,1,1,4,0,2,1,49,0,1,1,1,1,0,1,1
620,2,A93,1,0,21,3,9,3652,1,2,2,0,3,2,27,0,1,2,2,1,0,1,1
621,0,A93,1,0,18,3,1,1530,1,1,3,0,2,2,32,2,1,2,2,1,0,1,0
622,0,A91,1,1,48,1,9,3914,3,1,4,0,2,1,38,2,1,1,2,1,0,1,0
623,1,A92,0,1,12,1,2,1858,1,1,4,0,1,3,22,0,0,1,2,1,0,1,1
624,1,A93,1,0,18,1,3,2600,1,1,4,0,4,0,65,0,2,2,2,1,0,1,0
625,0,A93,1,0,15,1,3,1979,3,2,4,0,2,3,35,0,1,1,2,1,0,1,1
626,3,A93,1,0,6,1,2,2116,1,1,2,0,2,1,41,0,1,1,2,1,1,1,1
627,2,A93,1,0,9,1,1,1437,1,2,2,0,3,0,29,0,1,1,2,1,0,1,0
628,0,A93,1,0,42,3,2,4042,2,1,4,0,4,1,36,0,1,2,2,1,1,1,1
629,0,A93,1,0,9,1,6,3832,3,2,1,0,4,1,64,0,1,1,1,1,0,1,1
630,1,A92,0,1,24,1,3,3660,1,1,2,0,4,3,28,0,1,1,2,1,0,1,1
631,1,A93,1,0,18,1,2,1553,1,1,4,0,3,3,44,2,1,1,2,1,0,1,0
632,2,A93,1,0,15,1,3,1444,3,1,4,0,1,2,23,0,1,1,2,1,0,1,1
633,0,A92,0,1,9,1,2,1980,1,1,2,1,2,3,19,0,0,2,2,1,0,1,0
634,2,A92,0,1,24,1,1,1355,1,1,3,0,4,3,25,0,1,1,1,1,1,1,0
635,0,A93,1,0,12,1,6,1393,1,2,4,0,4,2,47,2,1,3,2,2,1,1,1
636,0,A92,0,1,24,1,3,1376,2,2,4,0,1,3,28,0,1,1,2,1,0,1,1
637,0,A93,1,0,60,2,3,15653,1,2,2,0,4,3,21,0,1,2,2,1,1,1,1
638,0,A92,0,1,12,1,3,1493,1,1,4,0,3,3,34,0,1,1,2,2,0,1,1
639,1,A93,1,0,42,2,3,4370,1,2,3,0,2,2,26,2,1,2,2,2,1,1,0
640,1,A92,0,1,18,1,6,750,1,3,4,0,1,1,27,0,1,1,0,1,0,1,0
641,2,A93,1,0,15,1,5,1308,1,2,4,0,4,3,38,0,1,2,1,1,0,1,1
642,0,A93,1,0,15,1,6,4623,1,1,3,0,2,2,40,0,1,1,3,1,1,1,0
643,0,A94,1,1,24,3,3,1851,1,2,4,2,2,3,33,0,1,2,2,1,1,1,1
644,1,A94,1,1,18,3,3,1880,1,2,4,0,1,2,32,0,1,2,3,1,1,1,1
645,0,A93,1,0,36,2,9,7980,3,1,4,0,4,3,27,0,0,2,2,1,1,1,0
646,1,A91,1,1,30,1,2,4583,1,1,2,2,2,1,32,0,1,2,2,1,0,1,1
647,0,A92,0,1,12,1,1,1386,2,1,2,0,2,2,26,0,1,1,2,1,0,1,0
648,3,A93,1,0,24,1,1,947,1,2,4,0,3,0,38,2,2,1,2,2,0,1,0
649,1,A93,1,0,12,1,6,684,1,1,4,0,4,3,40,0,0,1,1,2,0,1,0
650,1,A93,1,0,48,1,6,7476,1,2,4,0,1,0,50,0,2,1,3,1,1,1,1
651,2,A93,1,0,12,1,2,1922,1,1,4,0,2,2,37,0,1,1,1,1,0,1,0
652,1,A93,1,0,24,1,1,2303,1,2,4,1,1,1,45,0,1,1,2,1,0,1,0
653,2,A93,1,0,36,2,1,8086,1,2,2,0,4,3,42,0,1,4,3,1,1,1,0
654,0,A93,1,0,24,3,1,2346,1,2,4,0,3,3,35,0,1,2,2,1,1,1,1
655,1,A93,1,0,14,1,1,3973,1,3,1,0,4,0,22,0,2,1,2,1,0,1,1
656,2,A93,1,0,12,1,1,888,1,2,4,0,4,3,41,2,1,1,1,2,0,1,0
657,0,A93,1,0,48,1,3,10222,3,2,4,0,3,3,37,1,1,1,2,1,1,1,1
658,2,A92,0,1,30,1,9,4221,1,1,2,0,1,3,28,0,1,2,2,1,0,1,1
659,2,A93,1,0,18,3,2,6361,1,2,2,0,1,0,41,0,1,1,2,1,1,1,1
660,3,A94,1,1,12,1,3,1297,1,1,3,0,4,1,23,0,0,1,2,1,0,1,1
661,1,A94,1,1,12,1,1,900,3,1,4,0,2,3,23,0,1,1,2,1,0,1,0
662,0,A93,1,0,21,1,2,2241,1,2,4,0,2,1,50,0,1,2,2,1,0,1,1
663,2,A93,1,0,6,2,2,1050,1,3,4,0,1,2,35,1,1,2,3,1,1,1,1
664,3,A92,0,1,6,3,6,1047,1,1,2,0,4,2,50,0,1,1,1,1,0,1,1
665,0,A93,1,0,24,3,0,6314,1,3,4,1,2,0,27,2,1,2,3,1,1,1,1
666,2,A93,1,0,30,1,2,3496,2,1,4,0,2,3,34,1,1,1,2,2,1,1,1
667,0,A92,0,1,48,1,9,3609,1,1,1,0,1,1,27,1,1,1,2,1,0,1,1
668,1,A93,1,0,12,3,1,4843,1,2,3,1,4,2,43,0,0,2,2,1,1,1,0
669,3,A93,1,0,30,3,3,3017,1,2,4,0,4,2,47,0,1,1,2,1,0,1,1
670,0,A93,1,0,24,3,9,4139,1,1,3,0,3,2,27,0,1,2,1,1,1,1,1
671,0,A93,1,0,36,1,9,5742,1,2,2,0,2,3,31,0,1,2,2,1,1,1,1
672,0,A93,1,0,60,1,1,10366,1,2,2,0,4,2,42,0,1,1,3,1,1,1,1
673,0,A94,1,1,6,3,1,2080,2,1,1,0,2,3,24,0,1,1,2,1,0,1,1
674,0,A93,1,0,21,2,9,2580,2,1,4,0,2,1,41,2,1,1,1,2,0,1,0
675,0,A92,0,1,30,3,3,4530,1,2,4,0,4,3,26,0,0,1,3,1,1,1,1
676,0,A93,1,0,24,3,2,5150,1,2,4,0,4,3,33,0,1,1,2,1,1,1,1
677,2,A94,1,1,72,1,3,5595,1,1,2,0,2,3,24,0,1,1,2,1,0,1,0
678,1,A93,1,0,24,1,3,2384,1,2,4,0,4,1,64,2,0,1,1,1,0,1,1
679,0,A92,0,1,18,1,3,1453,1,1,3,0,1,1,26,0,1,1,2,1,0,1,1
680,0,A92,0,1,6,1,6,1538,1,1,1,0,2,0,56,0,1,1,2,1,0,1,1
681,0,A93,1,0,12,1,3,2279,3,1,4,0,4,0,37,0,2,1,2,1,1,1,1
682,0,A94,1,1,15,2,3,1478,1,1,4,0,3,1,33,2,1,2,2,1,0,1,1
683,0,A94,1,1,24,3,3,5103,1,1,3,0,3,0,47,0,2,3,2,1,1,1,1
684,2,A93,1,0,36,2,9,9857,1,2,1,0,3,2,31,0,1,2,1,2,1,1,1
685,0,A93,1,0,60,1,1,6527,3,1,4,0,4,0,34,0,2,1,2,2,1,1,1
686,3,A93,1,0,10,3,3,1347,3,2,4,0,2,2,27,0,1,2,2,1,1,1,1
687,2,A93,1,0,36,2,1,2862,1,2,4,0,3,0,30,0,2,1,2,1,0,1,1
688,0,A93,1,0,9,1,3,2753,1,2,3,1,4,3,35,0,1,1,2,1,1,1,1
689,1,A93,1,0,12,1,1,3651,2,1,1,0,3,2,31,0,1,1,2,2,0,1,1
690,1,A91,1,1,15,3,2,975,1,1,2,0,3,2,25,0,1,2,2,1,0,1,1
691,2,A92,0,1,15,1,5,2631,1,1,3,0,2,1,25,0,1,1,1,1,0,1,1
692,2,A93,1,0,24,1,3,2896,1,1,2,0,1,3,29,0,1,1,2,1,0,1,1
693,1,A93,1,0,6,3,1,4716,3,1,1,0,3,1,44,0,1,2,1,2,0,1,1
694,0,A93,1,0,24,1,3,2284,1,2,4,0,2,3,28,0,1,1,2,1,1,1,1
695,0,A93,1,0,6,1,1,1236,2,1,2,0,4,2,50,0,0,1,2,1,0,1,1
696,2,A93,1,0,12,1,3,1103,1,2,4,2,3,1,29,0,1,2,2,1,0,0,1
697,0,A92,0,1,12,3,1,926,1,3,1,0,2,2,38,0,1,1,0,1,0,1,1
698,0,A93,1,0,18,3,3,1800,1,1,4,0,2,3,24,0,1,2,2,1,0,1,1
699,3,A93,1,0,15,1,6,1905,1,2,4,0,4,3,40,0,0,1,3,1,1,1,1
700,0,A92,0,1,12,1,2,1123,2,1,4,0,4,3,29,0,0,1,1,1,0,1,0
701,1,A93,1,0,48,3,1,6331,1,2,4,0,4,0,46,0,2,2,2,1,1,1,0
702,3,A92,0,1,24,1,3,1377,1,2,4,0,2,0,47,0,2,1,2,1,1,1,1
703,2,A93,1,0,30,2,9,2503,1,2,4,0,2,2,41,1,1,2,2,1,0,1,1
704,2,A92,0,1,27,1,9,2528,1,1,4,0,1,2,32,0,1,1,2,2,1,1,1
705,0,A92,0,1,15,1,1,5324,2,2,1,0,4,0,35,0,2,1,2,1,0,1,1
706,2,A93,1,0,48,1,1,6560,1,2,3,0,2,2,24,0,1,1,2,1,0,1,0
707,2,A92,0,1,12,1,2,2969,1,1,4,0,3,2,25,0,0,2,2,1,0,1,0
708,2,A92,0,1,9,1,3,1206,1,2,4,0,4,1,25,0,1,1,2,1,0,1,1
709,2,A93,1,0,9,1,3,2118,1,1,2,0,2,1,37,0,1,1,1,2,0,1,1
710,0,A93,1,0,18,3,3,629,2,2,4,0,3,2,32,2,1,2,3,1,1,1,1
711,1,A92,0,1,6,1,6,1198,1,2,4,0,4,0,35,0,2,1,2,1,0,1,0
712,0,A93,1,0,21,1,1,2476,3,2,4,0,4,1,46,0,1,1,3,1,1,1,1
713,1,A93,1,0,9,3,3,1138,1,1,4,0,4,1,25,0,1,2,1,1,0,1,1
714,2,A93,1,0,60,1,1,14027,1,2,4,0,2,0,27,0,1,1,3,1,1,1,0
715,0,A93,1,0,30,3,1,7596,3,2,1,0,4,3,63,0,1,2,2,1,0,1,1
716,0,A93,1,0,30,3,3,3077,3,2,3,0,2,3,40,0,1,2,2,2,1,1,1
717,0,A93,1,0,18,1,3,1505,1,1,4,0,2,0,32,0,2,1,3,1,1,1,1
718,3,A93,1,0,24,3,3,3148,3,1,3,0,2,3,31,0,1,2,2,1,1,1,1
719,2,A94,1,1,20,1,1,6148,1,2,3,0,4,3,31,2,1,2,2,1,1,1,1
720,3,A93,1,0,9,1,3,1337,1,1,4,0,2,3,34,0,1,2,3,1,1,1,0
721,2,A92,0,1,6,1,6,433,2,1,4,0,2,2,24,2,0,1,2,2,0,1,0
722,1,A92,0,1,12,1,1,1228,1,1,4,0,2,1,24,0,1,1,1,1,0,1,0
723,2,A92,0,1,9,1,3,790,2,1,4,0,3,1,66,0,1,1,1,1,0,1,1
724,0,A92,0,1,27,1,1,2570,1,1,3,0,3,1,21,0,0,1,2,1,0,1,0
725,0,A92,0,1,6,3,1,250,2,1,2,0,2,1,41,2,1,2,1,1,0,1,1
726,0,A94,1,1,15,3,3,1316,2,1,2,0,2,2,47,0,1,2,1,1,0,1,1
727,1,A92,0,1,18,1,3,1882,1,1,4,0,4,3,25,2,0,2,2,1,0,1,0
728,2,A92,0,1,48,1,9,6416,1,2,4,0,3,0,59,0,0,1,2,1,0,1,0
729,3,A91,1,1,24,3,9,1275,2,1,2,0,4,1,36,0,1,2,2,1,1,1,1
730,2,A93,1,0,24,2,3,6403,1,1,1,0,2,3,33,0,1,1,2,1,0,1,1
731,1,A93,1,0,24,1,3,1987,1,1,2,0,4,1,21,0,0,1,1,2,0,1,0
732,2,A92,0,1,8,1,3,760,1,2,4,2,2,1,44,0,1,1,1,1,0,1,1
733,0,A92,0,1,24,1,1,2603,2,1,2,0,4,3,28,0,0,1,2,1,1,1,1
734,0,A92,0,1,4,3,1,3380,1,2,1,0,1,1,37,0,1,1,2,2,0,1,1
735,2,A92,0,1,36,1,4,3990,3,1,3,0,2,0,29,2,1,1,0,1,0,1,1
736,2,A92,0,1,24,1,1,11560,1,1,1,0,4,3,23,0,0,2,3,1,0,1,0
737,1,A93,1,0,18,1,1,4380,1,1,3,0,4,3,35,0,1,1,1,2,1,1,1
738,0,A93,1,0,6,3,1,6761,1,2,1,0,3,0,45,0,1,2,3,2,1,1,1
739,2,A92,0,1,30,1,9,4280,1,1,4,0,4,3,26,0,0,2,1,1,0,1,0
740,1,A93,1,0,24,1,1,2325,1,2,2,0,3,3,32,2,1,1,2,1,0,1,1
741,2,A93,1,0,10,1,3,1048,1,1,4,0,4,1,23,1,1,1,1,1,0,1,1
742,0,A93,1,0,21,1,3,3160,3,2,4,0,3,2,41,0,1,1,2,1,1,1,1
743,1,A93,1,0,24,1,2,2483,2,1,4,0,4,1,22,1,1,1,2,1,1,1,1
744,1,A93,1,0,39,3,2,14179,3,2,4,0,4,2,30,0,1,2,3,1,1,1,1
745,1,A93,1,0,13,3,9,1797,1,1,3,0,1,2,28,2,1,2,1,1,0,1,1
746,1,A92,0,1,15,1,1,2511,1,3,1,0,4,3,23,0,0,1,2,1,0,1,1
747,1,A92,0,1,12,1,1,1274,1,1,3,0,1,1,37,0,1,1,1,1,0,1,0
748,0,A93,1,0,21,1,1,5248,3,1,1,0,3,3,26,0,1,1,2,1,0,1,1
749,0,A93,1,0,15,1,1,3029,1,2,2,0,2,3,33,0,1,1,2,1,0,1,1
750,1,A92,0,1,6,1,2,428,1,2,2,0,1,2,49,2,1,1,2,1,1,1,1
751,1,A92,0,1,18,1,1,976,1,1,1,0,2,3,23,0,1,1,1,1,0,1,0
752,2,A92,0,1,12,1,9,841,1,2,2,0,4,1,23,0,0,1,1,1,0,1,1
753,0,A92,0,1,30,3,3,5771,1,2,4,0,2,3,25,0,1,2,2,1,0,1,1
754,0,A93,1,0,12,2,5,1555,2,2,4,0,4,0,55,0,2,2,2,2,0,1,0
755,1,A92,0,1,24,1,1,1285,3,2,4,0,4,0,32,0,0,1,2,1,0,1,0
756,3,A93,1,0,6,3,1,1299,1,1,1,0,1,1,74,0,1,3,0,2,0,0,1
757,3,A93,1,0,15,3,3,1271,3,1,3,0,4,0,39,0,2,2,2,1,1,1,0
758,0,A93,1,0,24,1,1,1393,1,1,2,2,2,1,31,0,1,1,2,1,1,1,1
759,1,A93,1,0,12,3,1,691,1,2,4,0,3,2,35,0,1,2,2,1,0,1,0
760,0,A92,0,1,15,3,1,5045,3,2,1,0,4,3,59,0,1,1,2,1,1,1,1
761,1,A92,0,1,18,3,2,2124,1,1,4,0,4,1,24,0,0,2,2,1,0,1,0
762,1,A93,1,0,12,1,3,2214,1,1,4,0,3,2,24,0,1,1,1,1,0,1,1
763,0,A93,1,0,21,3,1,12680,3,2,4,0,4,0,30,0,2,1,3,1,1,1,0
764,0,A94,1,1,24,3,1,2463,1,2,4,0,3,2,27,0,1,2,2,1,1,1,1
765,2,A94,1,1,12,1,3,1155,1,2,3,2,3,1,40,2,1,2,1,1,0,1,1
766,1,A91,1,1,30,1,2,3108,1,1,2,0,4,2,31,0,1,1,1,1,0,1,0
767,0,A92,0,1,10,1,1,2901,3,1,1,0,4,1,31,0,0,1,2,1,0,1,1
768,2,A93,1,0,12,3,2,3617,1,2,1,0,4,3,28,0,0,3,2,1,1,1,1
769,0,A93,1,0,12,3,3,1655,1,2,2,0,4,1,63,0,1,2,1,1,1,1,1
770,1,A92,0,1,24,1,1,2812,3,2,2,0,4,1,26,0,0,1,2,1,0,1,1
771,1,A92,0,1,36,3,6,8065,1,1,3,0,2,0,25,0,1,2,3,1,1,1,0
772,0,A93,1,0,21,3,1,3275,1,2,1,0,4,3,36,0,1,1,3,1,1,1,1
773,0,A93,1,0,24,3,3,2223,1,2,4,0,4,2,52,2,1,2,2,1,0,1,1
774,3,A93,1,0,12,3,1,1480,2,3,2,0,4,0,66,2,2,3,0,1,0,1,1
775,1,A92,0,1,24,1,1,1371,3,1,4,0,4,1,25,0,0,1,2,1,0,1,0
776,0,A93,1,0,36,3,1,3535,1,2,4,0,4,3,37,0,1,2,2,1,1,1,1
777,1,A92,0,1,18,1,3,3509,1,2,4,2,1,1,25,0,1,1,2,1,0,1,1
778,0,A93,1,0,36,3,1,5711,2,2,4,0,2,3,38,0,1,2,3,1,1,1,1
779,2,A92,0,1,18,1,5,3872,1,3,2,0,4,3,67,0,1,1,2,1,1,1,1
780,2,A93,1,0,39,3,3,4933,1,2,2,2,2,1,25,0,1,2,2,1,0,1,0
781,0,A93,1,0,24,3,1,1940,2,2,4,0,4,1,60,0,1,1,2,1,1,1,1
782,2,A93,1,0,12,1,8,1410,1,1,2,0,2,1,31,0,1,1,1,1,1,1,1
783,2,A92,0,1,12,1,1,836,1,1,4,0,2,2,23,2,1,1,1,1,0,1,0
784,2,A91,1,1,20,1,1,6468,3,3,1,0,4,1,60,0,1,1,3,1,1,1,1
785,2,A93,1,0,18,1,9,1941,2,1,4,0,2,2,35,0,1,1,1,1,1,1,1
786,0,A93,1,0,22,1,3,2675,2,2,3,0,4,3,40,0,1,1,2,1,0,1,1
787,0,A93,1,0,48,3,1,2751,3,2,4,0,3,3,38,0,1,2,2,2,1,1,1
788,2,A93,1,0,48,2,6,6224,1,2,4,0,4,0,50,0,2,1,2,1,0,1,0
789,1,A93,1,0,40,3,6,5998,1,1,4,0,3,0,27,2,1,1,2,1,1,1,0
790,2,A92,0,1,21,1,9,1188,1,2,2,0,4,2,39,0,1,1,2,2,0,1,0
791,0,A93,1,0,24,1,1,6313,3,2,3,0,4,3,41,0,1,1,3,2,1,1,1
792,0,A94,1,1,6,3,2,1221,3,1,1,0,2,2,27,0,1,2,2,1,0,1,1
793,3,A91,1,1,24,1,2,2892,1,2,3,0,4,0,51,0,2,1,2,1,0,1,1
794,0,A93,1,0,24,1,2,3062,2,2,4,0,3,0,32,0,0,1,2,1,1,1,1
795,0,A92,0,1,9,1,2,2301,1,1,2,0,4,2,22,0,0,1,2,1,0,1,1
796,1,A93,1,0,18,1,1,7511,3,2,1,0,4,2,51,0,2,1,2,2,1,1,0
797,0,A92,0,1,12,3,2,1258,1,1,2,0,4,2,22,0,0,2,1,1,0,1,1
798,0,A94,1,1,24,2,1,717,3,2,4,0,4,3,54,0,1,2,2,1,1,1,1
799,2,A93,1,0,9,1,1,1549,3,1,4,0,2,1,35,0,1,1,0,1,0,1,1
800,0,A93,1,0,24,3,6,1597,1,2,4,0,4,0,54,0,2,2,2,2,0,1,1
801,2,A92,0,1,18,3,3,1795,1,2,3,2,4,1,48,2,0,2,1,1,1,1,1
802,1,A92,0,1,20,3,2,4272,1,2,1,0,4,2,24,0,1,2,2,1,0,1,1
803,0,A93,1,0,12,3,3,976,3,2,4,0,4,3,35,0,1,2,2,1,0,1,1
804,2,A92,0,1,12,1,1,7472,3,3,1,0,2,1,24,0,0,1,0,1,0,1,1
805,1,A93,1,0,36,1,1,9271,1,2,2,0,1,3,24,0,1,1,2,1,1,1,0
806,2,A94,1,1,6,1,3,590,1,1,3,0,3,1,26,0,1,1,1,1,0,0,1
807,0,A93,1,0,12,3,3,930,3,2,4,0,4,1,65,0,1,4,2,1,0,1,1
808,2,A93,1,0,42,1,1,9283,1,3,1,0,2,0,55,2,2,1,3,1,1,1,1
809,2,A92,0,1,15,1,1,1778,1,1,2,0,1,1,26,0,0,2,0,1,0,1,0
810,2,A94,1,1,8,1,9,907,1,1,3,0,2,1,26,0,1,1,2,1,1,1,1
811,2,A94,1,1,6,1,3,484,1,2,3,2,3,1,28,2,1,1,1,1,0,1,1
812,1,A93,1,0,36,3,1,9629,1,2,4,0,4,3,24,0,1,2,2,1,1,1,0
813,1,A93,1,0,48,1,4,3051,1,1,3,0,4,3,54,0,1,1,2,1,0,1,0
814,1,A93,1,0,48,1,1,3931,1,2,4,0,4,0,46,0,2,1,2,2,0,1,0
815,2,A92,0,1,36,2,1,7432,1,1,2,0,2,2,54,0,0,1,2,1,0,1,1
816,0,A91,1,1,6,1,4,1338,2,1,1,0,4,1,62,0,1,1,2,1,0,1,1
817,0,A92,0,1,6,3,3,1554,1,2,1,0,2,3,24,0,0,2,2,1,1,1,1
818,1,A91,1,1,36,1,0,15857,1,3,2,1,3,3,43,0,1,1,3,1,0,1,1
819,1,A94,1,1,18,1,3,1345,1,1,4,0,3,1,26,2,1,1,2,1,0,1,0
820,0,A94,1,1,12,1,1,1101,1,1,3,0,2,1,27,0,1,2,2,1,1,1,1
821,3,A94,1,1,12,1,3,3016,1,1,3,0,1,3,24,0,1,1,2,1,0,1,1
822,1,A93,1,0,36,1,2,2712,1,2,2,0,2,2,41,2,1,1,2,2,0,1,0
823,1,A93,1,0,8,3,1,731,1,2,4,0,4,1,47,0,1,2,1,1,0,1,1
824,0,A91,1,1,18,3,2,3780,1,1,3,0,2,3,35,0,1,2,3,1,1,1,1
825,1,A94,1,1,21,3,1,1602,1,2,4,0,3,3,30,0,1,2,2,1,1,1,1
826,1,A92,0,1,18,3,1,3966,1,2,1,0,4,1,33,2,0,3,2,1,1,1,0
827,0,A93,1,0,18,1,9,4165,1,1,2,0,2,3,36,1,1,2,2,2,0,1,0
828,1,A93,1,0,36,1,1,8335,3,2,3,0,4,0,47,0,2,1,2,1,0,1,0
829,2,A93,1,0,48,2,9,6681,3,1,4,0,4,0,38,0,2,1,2,2,1,1,1
830,0,A93,1,0,24,2,9,2375,2,1,4,0,2,3,44,0,1,2,2,2,1,1,1
831,1,A92,0,1,18,1,1,1216,1,1,4,0,3,3,23,0,0,1,2,1,1,1,0
