,existingchecking,duration,credithistory,purpose,creditamount,savings,employmentsince,installmentrate,statussex,otherdebtors,residencesince,property,age,otherinstallmentplans,housing,existingcredits,job,peopleliable,telephone,foreignworker,classification,maritalStatus,sex
368,1,36,2,furniture/equipment,3446,below100,morethan7yrs,4,A93,none,2,carOrOthers,42,none,own,1,skilled/official,2,none,1,2,0,M
369,2,18,2,furniture/equipment,3001,below100,betw4a7yrs,2,A92,none,4,realEstate,40,none,rent,1,skilled/official,1,none,1,1,1,F
370,0,36,2,car,3079,unknown/nosavings,betw1a4yrs,4,A93,none,4,realEstate,36,none,own,1,skilled/official,1,none,1,1,0,M
371,0,18,4,radio/television,6070,below100,morethan7yrs,3,A93,none,4,carOrOthers,33,none,own,2,skilled/official,1,yes,1,1,0,M
372,0,10,4,furniture/equipment,2146,below100,lessth1yr,1,A92,none,3,realEstate,23,none,rent,2,skilled/official,1,none,1,1,1,F
373,0,60,4,car,13756,unknown/nosavings,morethan7yrs,2,A93,none,4,unknown/noProperty,63,bank,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
374,2,60,1,others,14782,betw100a500,morethan7yrs,3,A92,none,4,unknown/noProperty,60,bank,forFree,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
375,1,48,1,business,7685,below100,betw4a7yrs,2,A92,guarantor,4,carOrOthers,37,none,rent,1,skilled/official,1,none,1,2,1,F
376,0,18,3,radio/television,2320,below100,unemployed,2,A94,none,3,realEstate,34,none,own,2,skilled/official,1,none,1,1,1,M
377,0,7,3,radio/television,846,unknown/nosavings,morethan7yrs,3,A93,none,4,unknown/noProperty,36,none,forFree,1,skilled/official,1,none,1,1,0,M
378,2,36,2,car,14318,below100,morethan7yrs,4,A93,none,2,unknown/noProperty,57,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
379,0,6,4,car,362,betw100a500,betw1a4yrs,4,A92,none,4,carOrOthers,52,none,own,2,unskilled/resident,1,none,1,1,1,F
380,1,20,2,furniture/equipment,2212,unknown/nosavings,betw4a7yrs,4,A93,none,4,carOrOthers,39,none,own,1,skilled/official,1,yes,1,1,0,M
381,2,18,2,car,12976,below100,unemployed,3,A92,none,4,unknown/noProperty,38,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
382,0,22,2,car,1283,unknown/nosavings,betw4a7yrs,4,A92,none,4,buildingSociety/lifeInsurance,25,none,rent,1,skilled/official,1,none,1,1,1,F
383,3,12,2,car,1330,below100,lessth1yr,4,A93,none,1,realEstate,26,none,own,1,skilled/official,1,none,1,1,0,M
384,0,30,3,business,4272,betw100a500,betw1a4yrs,2,A93,none,2,buildingSociety/lifeInsurance,26,none,own,2,unskilled/resident,1,none,1,1,0,M
385,0,18,4,radio/television,2238,below100,betw1a4yrs,2,A92,none,1,carOrOthers,25,none,own,2,skilled/official,1,none,1,1,1,F
386,0,18,2,radio/television,1126,unknown/nosavings,lessth1yr,4,A92,none,2,realEstate,21,none,rent,1,skilled/official,1,yes,1,1,1,F
387,2,18,4,furniture/equipment,7374,below100,unemployed,4,A93,none,4,buildingSociety/lifeInsurance,40,stores,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
388,2,15,4,business,2326,betw500a1000,betw1a4yrs,2,A93,none,4,carOrOthers,27,bank,own,1,skilled/official,1,none,1,1,0,M
389,0,9,2,business,1449,below100,betw4a7yrs,3,A92,none,2,carOrOthers,27,none,own,2,skilled/official,1,none,1,1,1,F
390,0,18,2,car,1820,below100,betw1a4yrs,2,A94,none,2,buildingSociety/lifeInsurance,30,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
391,2,12,2,furniture/equipment,983,above1000,lessth1yr,1,A92,none,4,realEstate,19,none,rent,1,unskilled/resident,1,none,1,1,1,F
392,1,36,2,car,3249,below100,betw4a7yrs,2,A93,none,4,unknown/noProperty,39,bank,forFree,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
393,1,6,4,radio/television,1957,below100,betw4a7yrs,1,A92,none,4,carOrOthers,31,none,own,1,skilled/official,1,none,1,1,1,F
394,0,9,4,furniture/equipment,2406,below100,unemployed,2,A93,none,3,carOrOthers,31,none,own,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,0,M
395,2,39,3,education,11760,betw100a500,betw4a7yrs,2,A93,none,3,unknown/noProperty,32,none,rent,1,skilled/official,1,yes,1,1,0,M
396,1,12,2,furniture/equipment,2578,below100,unemployed,3,A92,none,4,unknown/noProperty,55,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,1,F
397,1,36,4,furniture/equipment,2348,below100,betw1a4yrs,3,A94,none,2,buildingSociety/lifeInsurance,46,none,own,2,skilled/official,1,yes,1,1,1,M
398,2,12,2,car,1223,below100,morethan7yrs,1,A91,none,1,realEstate,46,none,rent,2,skilled/official,1,none,1,2,1,M
399,0,24,4,radio/television,1516,above1000,betw1a4yrs,4,A92,none,1,realEstate,43,none,own,2,unskilled/resident,1,none,1,1,1,F
400,0,18,2,radio/television,1473,below100,lessth1yr,3,A94,none,4,realEstate,39,none,own,1,skilled/official,1,yes,1,1,1,M
401,2,18,4,business,1887,unknown/nosavings,betw1a4yrs,4,A94,none,4,realEstate,28,bank,own,2,skilled/official,1,none,1,1,1,M
402,0,24,3,business,8648,below100,lessth1yr,2,A93,none,2,carOrOthers,27,bank,own,2,skilled/official,1,yes,1,2,0,M
403,0,14,3,car,802,below100,betw1a4yrs,4,A93,none,2,carOrOthers,27,none,own,2,unskilled/resident,1,none,1,1,0,M
404,2,18,3,car,2899,unknown/nosavings,morethan7yrs,4,A93,none,4,carOrOthers,43,none,own,1,skilled/official,2,none,1,1,0,M
405,2,24,2,radio/television,2039,below100,lessth1yr,1,A94,none,1,buildingSociety/lifeInsurance,22,none,own,1,skilled/official,1,yes,1,2,1,M
406,0,24,4,car,2197,unknown/nosavings,betw4a7yrs,4,A93,none,4,carOrOthers,43,none,own,2,skilled/official,2,yes,1,1,0,M
407,1,15,2,radio/television,1053,below100,lessth1yr,4,A94,none,2,realEstate,27,none,own,1,skilled/official,1,none,0,1,1,M
408,0,24,2,radio/television,3235,betw500a1000,morethan7yrs,3,A91,none,2,carOrOthers,26,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,M
409,3,12,4,car,939,betw500a1000,betw4a7yrs,4,A94,none,2,realEstate,28,none,own,3,skilled/official,1,yes,1,2,1,M
410,2,24,2,radio/television,1967,below100,morethan7yrs,4,A92,none,4,carOrOthers,20,none,own,1,skilled/official,1,yes,1,1,1,F
411,0,33,4,car,7253,below100,betw4a7yrs,3,A93,none,2,carOrOthers,35,none,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
412,0,12,4,business,2292,below100,unemployed,4,A93,none,2,carOrOthers,42,stores,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
413,0,10,2,car,1597,betw500a1000,betw1a4yrs,3,A93,none,2,unknown/noProperty,40,none,rent,1,unskilled/resident,2,none,0,1,0,M
414,1,24,2,car,1381,unknown/nosavings,betw1a4yrs,4,A92,none,2,buildingSociety/lifeInsurance,35,none,own,1,skilled/official,1,none,1,2,1,F
415,0,36,4,car,5842,below100,morethan7yrs,2,A93,none,2,buildingSociety/lifeInsurance,35,none,own,2,skilled/official,2,yes,1,1,0,M
416,1,12,2,car,2579,below100,lessth1yr,4,A93,none,1,realEstate,33,none,own,1,unskilled/resident,2,none,1,2,0,M
417,1,18,3,education,8471,unknown/nosavings,betw1a4yrs,1,A92,none,2,carOrOthers,23,none,rent,2,skilled/official,1,yes,1,1,1,F
418,0,21,2,car,2782,betw500a1000,betw4a7yrs,1,A92,none,2,carOrOthers,31,bank,own,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,1,F
419,2,18,2,car,1042,unknown/nosavings,betw1a4yrs,4,A92,none,2,buildingSociety/lifeInsurance,33,none,own,1,skilled/official,1,none,1,2,1,F
420,0,15,2,car,3186,above1000,betw4a7yrs,2,A92,none,3,carOrOthers,20,none,rent,1,skilled/official,1,none,1,1,1,F
421,2,12,2,car,2028,unknown/nosavings,betw1a4yrs,4,A93,none,2,carOrOthers,30,none,own,1,skilled/official,1,none,1,1,0,M
422,2,12,4,car,958,below100,betw4a7yrs,2,A93,none,3,realEstate,47,none,own,2,unskilled/resident,2,none,1,1,0,M
423,0,21,3,furniture/equipment,1591,betw100a500,betw4a7yrs,4,A93,none,3,realEstate,34,none,own,2,management/self-employed/highlyqualemployee/officer,1,none,1,1,0,M
424,2,12,2,furniture/equipment,2762,unknown/nosavings,morethan7yrs,1,A92,none,2,buildingSociety/lifeInsurance,25,bank,own,1,skilled/official,1,yes,1,2,1,F
425,2,18,2,car,2779,below100,betw1a4yrs,1,A94,none,3,carOrOthers,21,none,rent,1,skilled/official,1,yes,1,1,1,M
426,0,28,4,radio/television,2743,below100,morethan7yrs,4,A93,none,2,carOrOthers,29,none,own,2,skilled/official,1,none,1,1,0,M
427,0,18,4,radio/television,1149,above1000,betw1a4yrs,4,A93,none,3,realEstate,46,none,own,2,skilled/official,1,none,1,1,0,M
428,0,9,2,furniture/equipment,1313,below100,morethan7yrs,1,A93,none,4,carOrOthers,20,none,own,1,skilled/official,1,none,1,1,0,M
429,1,18,4,repairs,1190,below100,unemployed,2,A92,none,4,unknown/noProperty,55,none,forFree,3,unemployed/unskilled/non-resident,2,none,1,2,1,F
430,0,5,2,business,3448,below100,betw4a7yrs,1,A93,none,4,realEstate,74,none,own,1,unskilled/resident,1,none,1,1,0,M
431,2,24,2,others,11328,below100,betw1a4yrs,2,A93,co-applicant,3,carOrOthers,29,bank,own,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
432,1,6,4,furniture/equipment,1872,below100,unemployed,4,A93,none,4,unknown/noProperty,36,none,forFree,3,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
433,0,24,4,repairs,2058,below100,betw1a4yrs,4,A91,none,2,realEstate,33,none,own,2,skilled/official,1,yes,1,1,1,M
434,1,9,2,furniture/equipment,2136,below100,betw1a4yrs,3,A93,none,2,realEstate,25,none,own,1,skilled/official,1,none,1,1,0,M
435,2,12,2,radio/television,1484,unknown/nosavings,betw1a4yrs,2,A94,none,1,realEstate,25,none,own,1,skilled/official,1,yes,1,2,1,M
436,0,6,2,repairs,660,betw500a1000,betw4a7yrs,2,A94,none,4,realEstate,23,none,rent,1,unskilled/resident,1,none,1,1,1,M
437,0,24,4,car,1287,above1000,morethan7yrs,4,A92,none,4,realEstate,37,none,own,2,skilled/official,1,yes,1,1,1,F
438,1,42,4,repairs,3394,below100,unemployed,4,A93,co-applicant,4,carOrOthers,65,none,own,2,unemployed/unskilled/non-resident,1,none,1,1,0,M
439,3,12,1,business,609,below100,lessth1yr,4,A92,none,1,realEstate,26,none,own,1,unemployed/unskilled/non-resident,1,none,1,2,1,F
440,0,12,2,car,1884,below100,morethan7yrs,4,A93,none,4,carOrOthers,39,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
441,1,12,2,furniture/equipment,1620,below100,betw1a4yrs,2,A92,co-applicant,3,buildingSociety/lifeInsurance,30,none,own,1,skilled/official,1,none,1,1,1,F
442,2,20,3,others,2629,below100,betw1a4yrs,2,A93,none,3,carOrOthers,29,bank,own,2,skilled/official,1,yes,1,1,0,M
443,0,12,2,education,719,below100,morethan7yrs,4,A93,none,4,carOrOthers,41,bank,own,1,unskilled/resident,2,none,1,2,0,M
444,2,48,4,furniture/equipment,5096,below100,betw1a4yrs,2,A92,none,3,carOrOthers,30,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
445,0,9,4,education,1244,unknown/nosavings,morethan7yrs,4,A92,none,4,buildingSociety/lifeInsurance,41,none,rent,2,unskilled/resident,1,none,1,1,1,F
446,1,36,2,car,1842,below100,lessth1yr,4,A92,none,4,carOrOthers,34,none,own,1,skilled/official,1,yes,1,2,1,F
447,2,7,2,radio/television,2576,below100,betw1a4yrs,2,A93,guarantor,2,realEstate,35,none,own,1,skilled/official,1,none,1,1,0,M
448,3,12,2,furniture/equipment,1424,unknown/nosavings,morethan7yrs,3,A92,none,4,realEstate,55,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
449,2,15,3,repairs,1512,above1000,betw1a4yrs,3,A94,none,3,buildingSociety/lifeInsurance,61,stores,own,2,skilled/official,1,none,1,2,1,M
450,0,36,4,car,11054,unknown/nosavings,betw1a4yrs,4,A93,none,2,carOrOthers,30,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
451,0,6,2,radio/television,518,below100,betw1a4yrs,3,A92,none,1,realEstate,29,none,own,1,skilled/official,1,none,1,1,1,F
452,0,12,0,furniture/equipment,2759,below100,morethan7yrs,2,A93,none,4,buildingSociety/lifeInsurance,34,none,own,2,skilled/official,1,none,1,1,0,M
453,0,24,2,car,2670,below100,morethan7yrs,4,A93,none,4,carOrOthers,35,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
454,1,24,2,car,4817,below100,betw4a7yrs,2,A93,co-applicant,3,buildingSociety/lifeInsurance,31,none,own,1,skilled/official,1,yes,1,2,0,M
455,0,24,2,car,2679,below100,lessth1yr,4,A92,none,1,unknown/noProperty,29,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
456,1,11,4,car,3905,below100,betw1a4yrs,2,A93,none,2,realEstate,36,none,rent,2,skilled/official,2,none,1,1,0,M
457,1,12,2,car,3386,below100,morethan7yrs,3,A93,none,4,unknown/noProperty,35,none,forFree,1,skilled/official,1,yes,1,2,0,M
458,1,6,2,domesticAppliances,343,below100,lessth1yr,4,A92,none,1,realEstate,27,none,own,1,skilled/official,1,none,1,1,1,F
459,0,18,2,radio/television,4594,below100,lessth1yr,3,A93,none,2,carOrOthers,32,none,own,1,skilled/official,1,yes,1,1,0,M
460,1,36,2,furniture/equipment,3620,below100,betw1a4yrs,1,A93,guarantor,2,buildingSociety/lifeInsurance,37,none,own,1,skilled/official,2,none,1,1,0,M
461,1,15,2,car,1721,below100,lessth1yr,2,A93,none,3,realEstate,36,none,own,1,skilled/official,1,none,1,1,0,M
462,2,12,2,furniture/equipment,3017,below100,lessth1yr,3,A92,none,1,realEstate,34,none,rent,1,management/self-employed/highlyqualemployee/officer,1,none,1,1,1,F
463,2,12,2,retraining,754,unknown/nosavings,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,38,none,own,2,skilled/official,1,none,1,1,0,M
464,0,18,2,business,1950,below100,betw4a7yrs,4,A93,none,1,carOrOthers,34,stores,own,2,skilled/official,1,yes,1,1,0,M
465,1,24,2,car,2924,below100,betw1a4yrs,3,A93,guarantor,4,unknown/noProperty,63,bank,own,1,skilled/official,2,yes,1,1,0,M
466,1,24,3,radio/television,1659,below100,lessth1yr,4,A92,none,2,carOrOthers,29,none,rent,1,unskilled/resident,1,yes,1,2,1,F
467,0,48,3,radio/television,7238,unknown/nosavings,morethan7yrs,3,A93,none,3,carOrOthers,32,bank,own,2,skilled/official,2,none,1,1,0,M
468,0,33,3,business,2764,below100,betw1a4yrs,2,A92,none,2,carOrOthers,26,none,own,2,skilled/official,1,yes,1,1,1,F
469,0,24,3,car,4679,below100,betw4a7yrs,3,A93,none,3,carOrOthers,35,none,own,2,unskilled/resident,1,yes,1,1,0,M
470,2,24,2,radio/television,3092,betw100a500,lessth1yr,3,A94,none,2,carOrOthers,22,none,rent,1,skilled/official,1,yes,1,2,1,M
471,1,6,2,education,448,below100,lessth1yr,4,A92,none,4,buildingSociety/lifeInsurance,23,none,own,1,skilled/official,1,none,1,2,1,F
472,1,9,2,car,654,below100,betw1a4yrs,4,A93,none,3,carOrOthers,28,none,own,1,unskilled/resident,1,none,1,2,0,M
473,0,6,2,retraining,1238,unknown/nosavings,unemployed,4,A93,none,4,buildingSociety/lifeInsurance,36,none,own,1,management/self-employed/highlyqualemployee/officer,2,yes,1,1,0,M
474,2,18,4,radio/television,1245,below100,betw1a4yrs,4,A94,none,2,carOrOthers,33,none,own,1,skilled/official,1,none,1,2,1,M
475,1,18,0,furniture/equipment,3114,below100,lessth1yr,1,A92,none,4,buildingSociety/lifeInsurance,26,none,rent,1,skilled/official,1,none,1,2,1,F
476,0,39,2,car,2569,betw500a1000,betw1a4yrs,4,A93,none,4,carOrOthers,24,none,own,1,skilled/official,1,none,1,1,0,M
477,3,24,2,radio/television,5152,below100,betw4a7yrs,4,A93,none,2,carOrOthers,25,bank,own,1,skilled/official,1,none,1,1,0,M
478,2,12,2,business,1037,betw100a500,betw4a7yrs,3,A93,none,4,realEstate,39,none,own,1,unskilled/resident,1,none,1,1,0,M
479,1,15,4,furniture/equipment,1478,below100,morethan7yrs,4,A93,none,4,carOrOthers,44,none,own,2,skilled/official,2,yes,1,1,0,M
480,2,12,4,radio/television,3573,below100,betw1a4yrs,1,A92,none,1,realEstate,23,none,own,1,unskilled/resident,1,none,1,1,1,F
481,2,24,2,car,1201,below100,lessth1yr,4,A93,none,1,buildingSociety/lifeInsurance,26,none,own,1,skilled/official,1,none,1,1,0,M
482,1,30,2,furniture/equipment,3622,above1000,morethan7yrs,4,A92,none,4,buildingSociety/lifeInsurance,57,none,rent,2,skilled/official,1,yes,1,1,1,F
483,0,15,3,furniture/equipment,960,above1000,betw4a7yrs,3,A92,none,2,buildingSociety/lifeInsurance,30,none,own,2,skilled/official,1,none,1,1,1,F
484,0,12,4,car,1163,betw500a1000,betw1a4yrs,4,A93,none,4,realEstate,44,none,own,1,skilled/official,1,yes,1,1,0,M
485,2,6,3,car,1209,below100,unemployed,4,A93,none,4,buildingSociety/lifeInsurance,47,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
486,0,12,2,radio/television,3077,below100,betw1a4yrs,2,A93,none,4,carOrOthers,52,none,own,1,skilled/official,1,yes,1,1,0,M
487,0,24,2,car,3757,below100,morethan7yrs,4,A92,co-applicant,4,unknown/noProperty,62,none,forFree,1,skilled/official,1,yes,1,1,1,F
488,0,10,2,car,1418,betw100a500,betw1a4yrs,3,A93,none,2,realEstate,35,none,rent,1,unskilled/resident,1,none,0,1,0,M
489,0,6,2,car,3518,below100,betw1a4yrs,2,A93,guarantor,3,buildingSociety/lifeInsurance,26,none,rent,1,skilled/official,1,none,1,1,0,M
490,0,12,4,radio/television,1934,below100,morethan7yrs,2,A93,none,2,unknown/noProperty,26,none,own,2,skilled/official,1,none,1,1,0,M
491,2,27,0,business,8318,below100,morethan7yrs,2,A92,none,4,unknown/noProperty,42,none,forFree,2,management/self-employed/highlyqualemployee/officer,1,yes,1,2,1,F
492,0,6,4,radio/television,1237,betw100a500,betw1a4yrs,1,A92,none,1,buildingSociety/lifeInsurance,27,none,own,2,skilled/official,1,none,1,1,1,F
493,2,6,2,radio/television,368,unknown/nosavings,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,38,none,own,1,skilled/official,1,none,1,1,0,M
494,1,12,4,car,2122,below100,betw1a4yrs,3,A93,none,2,realEstate,39,none,rent,2,unskilled/resident,2,none,0,1,0,M
495,1,24,2,furniture/equipment,2996,unknown/nosavings,betw1a4yrs,2,A94,none,4,carOrOthers,20,none,own,1,skilled/official,1,none,1,2,1,M
496,2,36,2,furniture/equipment,9034,betw100a500,lessth1yr,4,A93,co-applicant,1,unknown/noProperty,29,none,rent,1,management/self-employed/highlyqualemployee/officer,1,yes,1,2,0,M
497,0,24,4,furniture/equipment,1585,below100,betw4a7yrs,4,A93,none,3,buildingSociety/lifeInsurance,40,none,own,2,skilled/official,1,none,1,1,0,M
498,2,18,2,radio/television,1301,below100,morethan7yrs,4,A94,guarantor,2,realEstate,32,none,own,1,unskilled/resident,1,none,1,1,1,M
499,3,6,4,car,1323,betw100a500,morethan7yrs,2,A91,none,4,carOrOthers,28,none,own,2,skilled/official,2,yes,1,1,1,M
500,1,24,2,car,3123,below100,lessth1yr,4,A92,none,1,buildingSociety/lifeInsurance,27,none,own,1,skilled/official,1,none,1,2,1,F
501,1,36,2,car,5493,below100,morethan7yrs,2,A93,none,4,unknown/noProperty,42,none,forFree,1,skilled/official,2,none,1,1,0,M
502,3,9,2,radio/television,1126,betw100a500,morethan7yrs,2,A91,none,4,realEstate,49,none,own,1,skilled/official,1,none,1,1,1,M
503,2,24,4,radio/television,1216,betw100a500,lessth1yr,4,A93,none,4,unknown/noProperty,38,bank,own,2,skilled/official,2,none,1,2,0,M
504,1,24,2,car,1207,below100,lessth1yr,4,A92,none,4,buildingSociety/lifeInsurance,24,none,rent,1,skilled/official,1,none,1,2,1,F
505,0,10,2,car,1309,unknown/nosavings,betw1a4yrs,4,A93,guarantor,4,buildingSociety/lifeInsurance,27,none,own,1,unskilled/resident,1,none,1,2,0,M
506,3,15,4,car,2360,betw500a1000,betw1a4yrs,2,A93,none,2,carOrOthers,36,none,own,1,skilled/official,1,yes,1,1,0,M
507,2,15,1,car,6850,betw100a500,unemployed,1,A93,none,2,buildingSociety/lifeInsurance,34,none,own,1,management/self-employed/highlyqualemployee/officer,2,yes,1,2,0,M
508,0,24,2,radio/television,1413,below100,betw1a4yrs,4,A94,none,2,buildingSociety/lifeInsurance,28,none,own,1,skilled/official,1,none,1,1,1,M
509,0,39,2,car,8588,betw100a500,morethan7yrs,4,A93,none,2,carOrOthers,45,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
510,1,12,2,car,759,below100,betw4a7yrs,4,A93,none,2,realEstate,26,none,own,1,skilled/official,1,none,1,2,0,M
511,0,36,2,car,4686,below100,betw1a4yrs,2,A93,none,2,unknown/noProperty,32,none,forFree,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,0,M
512,3,15,2,business,2687,below100,betw4a7yrs,2,A93,none,4,buildingSociety/lifeInsurance,26,none,rent,1,skilled/official,1,yes,1,1,0,M
513,2,12,3,radio/television,585,below100,betw1a4yrs,4,A94,co-applicant,4,realEstate,20,none,rent,2,skilled/official,1,none,1,1,1,M
514,0,24,2,car,2255,unknown/nosavings,lessth1yr,4,A93,none,1,buildingSociety/lifeInsurance,54,none,own,1,skilled/official,1,none,1,1,0,M
515,1,6,4,car,609,below100,betw4a7yrs,4,A92,none,3,buildingSociety/lifeInsurance,37,none,own,2,skilled/official,1,none,0,1,1,F
516,1,6,4,car,1361,below100,lessth1yr,2,A93,none,4,realEstate,40,none,own,1,unskilled/resident,2,none,0,1,0,M
517,0,36,4,furniture/equipment,7127,below100,lessth1yr,2,A92,none,4,buildingSociety/lifeInsurance,23,none,rent,2,skilled/official,1,yes,1,2,1,F
518,1,6,2,car,1203,betw100a500,morethan7yrs,3,A93,none,2,buildingSociety/lifeInsurance,43,none,own,1,skilled/official,1,yes,1,1,0,M
519,0,6,4,radio/television,700,unknown/nosavings,morethan7yrs,4,A93,none,4,unknown/noProperty,36,none,forFree,2,skilled/official,1,none,1,1,0,M
520,0,24,4,repairs,5507,below100,morethan7yrs,3,A93,none,4,unknown/noProperty,44,none,forFree,2,skilled/official,1,none,1,1,0,M
521,1,18,2,radio/television,3190,below100,betw1a4yrs,2,A92,none,2,realEstate,24,none,own,1,skilled/official,1,none,1,2,1,F
522,1,48,0,furniture/equipment,7119,below100,betw1a4yrs,3,A93,none,4,unknown/noProperty,53,none,forFree,2,skilled/official,2,none,1,2,0,M
523,0,24,2,car,3488,betw100a500,betw4a7yrs,3,A92,none,4,carOrOthers,23,none,own,1,skilled/official,1,none,1,1,1,F
524,2,18,2,radio/television,1113,below100,betw1a4yrs,4,A92,guarantor,4,realEstate,26,none,own,1,unskilled/resident,2,none,1,1,1,F
525,2,26,2,car,7966,below100,lessth1yr,2,A93,none,3,carOrOthers,30,none,own,2,skilled/official,1,none,1,1,0,M
526,0,15,4,education,1532,betw100a500,betw1a4yrs,4,A92,none,3,carOrOthers,31,none,own,1,skilled/official,1,none,1,1,1,F
527,0,4,4,radio/television,1503,below100,betw4a7yrs,2,A93,none,1,realEstate,42,none,own,2,unskilled/resident,2,none,1,1,0,M
528,1,36,2,radio/television,2302,below100,betw1a4yrs,4,A91,none,4,carOrOthers,31,none,rent,1,skilled/official,1,none,1,2,1,M
529,1,6,2,car,662,below100,lessth1yr,3,A93,none,4,realEstate,41,none,own,1,unskilled/resident,2,yes,1,1,0,M
530,2,36,2,education,2273,below100,betw4a7yrs,3,A93,none,1,carOrOthers,32,none,own,2,skilled/official,2,none,1,1,0,M
531,2,15,2,car,2631,betw100a500,betw1a4yrs,2,A92,none,4,carOrOthers,28,none,rent,2,skilled/official,1,yes,1,2,1,F
532,0,12,3,car,1503,below100,betw1a4yrs,4,A94,none,4,realEstate,41,none,rent,1,skilled/official,1,none,1,1,1,M
533,0,24,2,radio/television,1311,betw100a500,betw4a7yrs,4,A94,none,3,buildingSociety/lifeInsurance,26,none,own,1,skilled/official,1,yes,1,1,1,M
534,0,24,2,radio/television,3105,unknown/nosavings,lessth1yr,4,A93,none,2,carOrOthers,25,none,own,2,skilled/official,1,none,1,1,0,M
535,3,21,4,education,2319,below100,lessth1yr,2,A91,none,1,carOrOthers,33,none,rent,1,skilled/official,1,none,1,2,1,M
536,1,6,2,car,1374,unknown/nosavings,unemployed,4,A92,none,3,buildingSociety/lifeInsurance,75,none,own,1,management/self-employed/highlyqualemployee/officer,1,yes,1,1,1,F
537,2,18,4,furniture/equipment,3612,below100,morethan7yrs,3,A92,none,4,buildingSociety/lifeInsurance,37,none,own,1,skilled/official,1,yes,1,1,1,F
538,1,48,2,car,7763,below100,morethan7yrs,4,A93,none,4,unknown/noProperty,42,bank,forFree,1,management/self-employed/highlyqualemployee/officer,1,none,1,2,0,M
539,3,18,2,furniture/equipment,3049,below100,lessth1yr,1,A92,none,1,buildingSociety/lifeInsurance,45,stores,own,1,unskilled/resident,1,none,1,1,1,F
540,2,12,2,radio/television,1534,below100,lessth1yr,1,A94,none,1,realEstate,23,none,rent,1,skilled/official,1,none,1,2,1,M
541,0,24,3,car,2032,below100,morethan7yrs,4,A93,none,4,unknown/noProperty,60,none,forFree,2,skilled/official,1,yes,1,1,0,M
542,1,30,2,furniture/equipment,6350,unknown/nosavings,morethan7yrs,4,A93,none,4,buildingSociety/lifeInsurance,31,none,own,1,skilled/official,1,none,1,2,0,M
543,3,18,2,furniture/equipment,2864,below100,betw1a4yrs,2,A93,none,1,realEstate,34,none,own,1,unskilled/resident,2,none,1,2,0,M
544,0,12,4,car,1255,below100,morethan7yrs,4,A93,none,4,realEstate,61,none,own,2,unskilled/resident,1,none,1,1,0,M
545,1,24,3,car,1333,below100,unemployed,4,A93,none,2,realEstate,43,none,forFree,2,skilled/official,2,none,1,2,0,M
546,0,24,4,car,2022,below100,betw1a4yrs,4,A92,none,4,carOrOthers,37,none,own,1,skilled/official,1,yes,1,1,1,F
547,0,24,2,radio/television,1552,below100,betw4a7yrs,3,A93,none,1,carOrOthers,32,bank,own,1,skilled/official,2,none,1,1,0,M
548,1,12,1,radio/television,626,below100,betw1a4yrs,4,A92,none,4,realEstate,24,bank,own,1,unskilled/resident,1,none,1,2,1,F
549,0,48,4,car,8858,unknown/nosavings,betw4a7yrs,2,A93,none,1,unknown/noProperty,35,none,forFree,2,skilled/official,1,yes,1,1,0,M
550,0,12,4,repairs,996,unknown/nosavings,betw4a7yrs,4,A92,none,4,realEstate,23,none,own,2,skilled/official,1,none,1,1,1,F
551,0,6,1,radio/television,1750,betw500a1000,morethan7yrs,2,A93,none,4,buildingSociety/lifeInsurance,45,bank,own,1,unskilled/resident,2,none,1,1,0,M
552,1,48,2,radio/television,6999,below100,betw4a7yrs,1,A94,guarantor,1,realEstate,34,none,own,2,skilled/official,1,yes,1,2,1,M
